,name,longitude,latitude
3705,Beočinska,19.725911,45.198277
3706,San Sperate,9.006398,39.35805
3707,Giddings,-105.003491,40.620468
3708,Neabsco Elementary School,-77.324949,38.625515
3709,Baojishi,107.1645,34.37246
3710,Batuan,123.7626,12.4
3711,Jalal Abad,70.449462,34.420523
3712,Dinagat Islands,125.55725,10.12301
3713,Martina Franca,17.33813,40.701412
3714,Khukhan,104.329101,15.109249
3715,Little Canada,-93.084273,45.023059
3716,Monterotondo,12.595944,42.076895
3717,Qualys Hotel Vannes,-2.79154,47.67026
3718,Hotel Acuario,-82.496129,23.089103
3719,Campos Altos,-46.172568,-19.697181
3720,Spelle,7.474594,52.367584
3721,Campinas do Piauí,-41.8825,-7.659859
3722,Hachimantai,140.988344,40.024002
3723,Mbabane,31.1445,-26.325631
3724,Carugate,9.330756,45.566256
3725,Somerville Hotel,-3.051107,53.79618
3726,Rocky Mountain House,-114.923231,52.375996
3727,De Haan Hotel,-84.629423,9.614803
3728,Upper Moreland Township,-75.10767,40.15955
3729,Delta Hotels by Marriott Sault Ste. Marie Waterfront,-84.337316,46.509839
3730,Shijiazhuangnan,114.48333,37.9
3731,Glenfield Hotel,-5.1573,57.9003
3732,Sersheim,9.012139,48.958643
3733,Santa Ana Hotel,-51.446005,-22.11706
3734,Hotel Pousada Cruzeiro do Sul,-44.583743,-22.326519
3735,Harbin Romantic Hotel,126.6499,45.75
3736,Verona Hotel,32.551021,0.296865
3737,Xindian,118.29444,36.7975
3738,La Valencia Hotel,-117.273672,32.848559
3739,Upton County,-102.043033,31.367353
3740,Shangtangcun,111.56418,21.61653
3741,Oud-Zuilen,5.07167,52.132117
3742,Hôtel Chibougamau,-74.362013,49.913932
3743,Ubombo Ranches Airport,31.937748,-26.770209
3744,Byalynichy,29.7141,53.9994
3745,金安大饭店 Jin'an Hotel,125.308748,43.886344
3746,Licheng,113.82836,23.29554
3747,Kosivs'kyi,24.987269,48.325705
3748,Stantsyya Fanipal’,27.337,53.7435
3749,Berching,11.441128,49.107241
3750,Havlíčkův Brod,15.5769,49.607487
3751,Olímpia Hotel,-57.289058,-14.782049
3752,Vovchans'k,36.973277,50.289797
3753,Welcome Hotel Einbecker Sonnenb,9.9118,51.8289
3754,QKMF Korishë,20.794374,42.257797
3755,Santiago de Anaya,-98.966211,20.383237
3756,Audruicq,2.07755,50.879487
3757,Malnate,8.883952,45.793445
3758,Borculo,6.522102,52.116973
3759,HOTEL ESCORIAL PITALITO,-76.045483,1.852784
3760,Veliy Hotel Suzdal,40.449149,56.421753
3761,Long Ditton,-0.32041,51.38432
3762,Monte Belo,-46.33519,-21.32001
3763,VCH-Hotel Greifswald,13.376771,54.079348
3764,Zorneding,11.827848,48.088248
3765,Yangshengzui,114.75773,30.42242
3766,"Shanti Hotel,Pathanamthitta",76.786824,9.264581
3767,Ash Shaykh `Uthman,44.99309,12.87678
3768,Hotel Hostería de Cañete,-1.648351,40.037443
3769,Napili-Honokowai,-156.666074,20.981649
3770,Zephyrhills,-82.180235,28.237341
3771,Zhuchangba,106.648,26.5293
3772,Bundaberg,152.3479,-24.86621
3773,Metztitlán,-98.763258,20.594027
3774,Planos Bay Hotel,20.861932,37.819407
3775,Apache Junction,-111.547728,33.420448
3776,Kodiak Island Borough,-153.355367,57.490836
3777,Municipality of Kolambugan,123.894,8.0862
3778,Guaduas,-74.59499,5.06692
3779,Kawara Machi,130.85478,33.68471
3780,Saint-Marcellin-en-Forez,4.166028,45.494377
3781,Richmond Hotel Hamamatsu,137.72779,34.70909
3782,Águas de Lindóia,-46.612227,-22.467616
3783,Eggenfelden,12.758644,48.405557
3784,Qacha's Nek,28.75,-30.0
3785,Fushë Kosovë,21.082103,42.634771
3786,Valmiera,25.424726,57.536222
3787,Hotel Anewandter,11.94638,46.864334
3788,Hotel Sommerhaus Bad Ischl,13.609774,47.699861
3789,Hotel Luisiana,-84.188697,9.929224
3790,Julfa,45.6308,38.9558
3791,Hotel Salcaja,-91.457505,14.886634
3792,Opishnya,34.60634,49.95948
3793,Herscheid,7.746862,51.177346
3794,Villas Hotel,-56.081996,-9.871713
3795,Balestrate,13.006933,38.049212
3796,Tevragh Zeina,-15.98848,18.09894
3797,Itaipé,-41.670456,-17.400928
3798,MOJACAR BEACH Hotel,-1.83928,37.11586
3799,Dabola,-11.11667,10.75
3800,B&B Hôtel Saint-Nazaire La Baule,-2.209781,47.291638
3801,Mövenpick Hotel 's-Hertogenbosch,5.33264,51.676716
3802,Baixio,-38.726946,-6.724255
3803,San Miguel Petapa,-90.55167,14.50278
3804,New Dosey Township,-92.360153,46.22921
3805,Springfield Hotel,-3.192897,53.242184
3806,Independence Hotel,103.495189,10.617339
3807,Rionero in Vulture,15.672348,40.921732
3808,Hirakawacho 2 Chome,139.740769,35.679563
3809,Westford Hotel & Suites,28.061,-26.10856
3810,Millenium Mitui Garden Hotel,139.766135,35.66985
3811,Tadworth,-0.23586,51.29112
3812,Marmande,0.163302,44.506284
3813,La Quinta Denver Southwest Lakewood Hotel,-98.44046,29.40494
3814,San Rafael del Norte,-86.11059,13.21248
3815,Guingamp,-3.255836,48.401347
3816,Büdingen,9.113184,50.286529
3817,West Skokie,-87.754374,42.054183
3818,Mitsamiouli,43.28444,-11.38472
3819,Hotel Restaurant Schuetzen - Meersburg am Bodensee,9.27082,47.69701
3820,Coronel Freitas,-52.701152,-26.90725
3821,Swampscott,-70.897071,42.46717
3822,Kami-kawabe,137.08333,35.51667
3823,Hotel Torres Novas,-8.539242,39.47885
3824,Sandman Hotel Castlegar,-117.655603,49.29632
3825,Tolcayuca,-98.917509,19.956541
3826,Curiúva,-50.453619,-24.039505
3827,Lethbridge Hotel,-112.840873,49.696476
3828,Best Western Hotel & Suites - Roanoke Rapids,-77.644785,36.403139
3829,Griswold Hotel (historical),-72.07496,41.32551
3830,Venaria Reale,7.630526,45.125898
3831,Ipupiara,-42.611099,-11.822349
3832,B&b Hôtel Troyes Saint-Parres-Aux-Tertres,4.135396,48.297294
3833,Hotel Tocáncipa,-73.950853,4.946912
3834,Yantai Hotel Yantai,116.6333,37.9666
3835,Dajiecun,92.29123,29.55167
3836,Ratnapura,80.5,6.75
3837,Penrith Hotel,150.702032,-33.754401
3838,Guidizzolo,10.579867,45.318969
3839,Landkreis Neunkirchen,7.13056,49.37944
3840,Harlan Hotel Historical Marker,-91.55405,40.96753
3841,Coxhoe,-1.50356,54.71475
3842,Bad Berleburg,8.387673,51.045828
3843,Nowshera Cantonment,71.99834,33.99829
3844,Hiawatha Township,-86.315121,46.288353
3845,Bameiyi Collection,-0.195617,5.587917
3846,Delray Beach,-80.084165,26.448915
3847,Manlin,102.022,23.5898
3848,Kerugoya,37.28031,-0.49886
3849,Baksan,43.546441,43.68252
3850,Kubeil's Farm,11.606428,52.877595
3851,Sant Pere de Ribes,1.774521,41.259338
3852,Whittlesea,145.119705,-37.513195
3853,Santa Barbara Hotel,9.258961,45.420554
3854,Tahmoor,150.59467,-34.22246
3855,Wukari,9.78333,7.85
3856,Amran,43.943277,15.675895
3857,Lake Station,-87.253057,41.57928
3858,Saint-Renan,-4.622228,48.432575
3859,Astorga,-51.666378,-23.236141
3860,Zanica,9.683474,45.640524
3861,Osmanabad,76.28402,17.816689
3862,Hotel Iraí,-53.253741,-27.197184
3863,Black Mountain,-114.986064,36.020733
3864,Alleppey Prince Hotel,76.45347,9.28616
3865,Tatatila,-97.111775,19.692654
3866,Dalandzadgad,104.425,43.57083
3867,Shanghai Jinchang Hotel,121.44,31.2437
3868,São Sebastião do Alto,-42.133475,-21.955192
3869,Kimon Athens Hotel,23.730348,37.97457
3870,East Massapequa,-73.436028,40.667867
3871,Dulag,125.03167,10.9525
3872,Suria Budget Hotel,101.375242,4.470269
3873,Hotel Toma,-66.917582,10.498612
3874,Chlef,1.31996,36.170414
3875,Ikeda-shi,135.432463,34.81036
3876,San Miguel Ocotenco,-97.45245,19.0666
3877,Coari,-63.143162,-4.10992
3878,Carnegie Hotel,-82.370391,36.305597
3879,Jiabong,124.95194,11.7625
3880,Jubail,49.536487,26.989504
3881,Reigate Manor Hotel,-0.202625,51.249691
3882,Hüllhorst,8.671783,52.27297
3883,Sabinas Hidalgo,-100.183401,26.503946
3884,Schkopau,12.062724,51.389846
3885,Garopaba Mar Hotel,-48.631615,-28.023585
3886,Ambarès-et-Lagrave,-0.492709,44.934629
3887,Grigny,2.386885,48.654156
3888,Hotel Haus Norderney,7.14712,53.705986
3889,Bromsgrove,-2.048382,52.323009
3890,Izuo Dispensary,33.371127,-9.075974
3891,Stowbtsy,26.7434,53.4785
3892,Libmanan,123.0596,13.6928
3893,San José Hotel,-63.940336,-30.356395
3894,Český Brod,14.863601,50.075557
3895,Sacile,12.495789,45.952645
3896,Chitradurga,76.393573,14.227118
3897,Hoktember,44.00969,40.13206
3898,Hotel Voss,7.928567,53.256977
3899,Balsfjord,19.113282,69.226171
3900,Chuqung,97.12,33.36509
3901,Leesville,-81.51344,33.91653
3902,Xingcheng,120.756226,40.609782
3903,Kolitzheim,10.238932,49.917381
3904,Kloten,8.58491,47.45152
3905,Khashuri,43.59994,41.99414
3906,Alipur Duar,89.52286,26.4835
3907,Brownsville,-97.470316,25.924894
3908,Sheringham,1.212498,52.943851
3909,Santa Rita do Passa Quatro,-47.479775,-21.706493
3910,Cochrane,-114.469127,51.176602
3911,Aussonne,1.325538,43.686349
3912,East Meadow,-73.560886,40.718526
3913,Hotel Bidari,116.121094,-8.585358
3914,Saint-Pol-de-Léon,-3.990371,48.681822
3915,Longueau,2.379677,49.86582
3916,Sumter,-80.361482,33.932566
3917,Delfinópolis,-46.850086,-20.344504
3918,Poulton-le-Fylde,-2.98333,53.83333
3919,Erith,0.17484,51.48315
3920,Buriti Suite Hotel,-54.6081,-20.4557
3921,Kralendijk,-68.26667,12.15
3922,Victoria's Suite Hotel,-79.029961,-8.111092
3923,Tuao,121.45635,17.73641
3924,Eibenstock,12.597727,50.495593
3925,Dinuba,-119.393417,36.547185
3926,Terryville,-73.047633,40.909727
3927,De Nemours Hotel Non Refundable Room,2.37296,48.86548
3928,Hotel Graf v Mansfeld,11.546495,51.527667
3929,Maasland,4.27222,51.93417
3930,Naviraí,-54.199606,-23.060744
3931,Paiania,23.851723,37.956317
3932,Ozieri,9.001427,40.584806
3933,Belmont Hotel,-0.171424,51.51627
3934,Immingham,-0.222887,53.611645
3935,Bethany Hotel,121.615836,17.118727
3936,Kyzylorda,65.50917,44.85278
3937,Bureau de Poste de Sable Sur Sarthe Hotel De Ville,-0.33343,47.84043
3938,California Hotel,-122.278635,37.826084
3939,Guardamar,-0.658152,38.090032
3940,St. Charles Hotel,-73.782453,42.247259
3941,East Leake,-1.18103,52.83015
3942,Limbricht,5.847884,51.003725
3943,Waltrop,7.403281,51.620733
3944,Brandon Hotel,-9.710556,52.26722
3945,Altavas,122.487,11.538
3946,Luís Correia,-41.624466,-2.903509
3947,Elkins Junction,-79.852558,38.922288
3948,Ranson,-77.877754,39.30624
3949,AC Hotel Gainesville Downtown,-82.340309,29.65315
3950,Andijkstraat,5.757434,52.705892
3951,Biederitz,11.737414,52.13824
3952,Draâ El Mizan,3.8334,36.53628
3953,Waggaman Heights,-76.923353,38.806908
3954,Edgewater Park Township,-74.90072,40.06817
3955,Cotati,-122.708826,38.32522
3956,Lomas de Zamora,-58.429884,-34.761672
3957,Karajaw Hotel,125.975134,9.333202
3958,Saint-Aubin-lès-Elbeuf,1.010759,49.304352
3959,Richmond Hotel,12.562586,55.678613
3960,Elmsford,-73.812945,41.053933
3961,Bladel,5.21823,51.369092
3962,Nixa,-93.297826,37.046656
3963,Cinnaminson Township,-74.987472,39.997281
3964,Torchiarolo,18.052038,40.484341
3965,Chicureo,-70.674002,-33.309618
3966,New Haven Hotel,-72.92935,41.304921
3967,Kalamansig,124.15,6.51667
3968,Braille - Molins de Rey,-3.693184,40.495915
3969,Bethel Hotel,29.925304,-3.429212
3970,Dalen Hotel,8.011379,59.443796
3971,San Giovanni Gemini,13.64276,37.628707
3972,Hôtel de Ville et Communautaire de Ploërmel,-2.396758,47.929207
3973,Lorengau,147.27119,-2.02259
3974,Chiquiza,-73.48518,5.60412
3975,Cabugao,120.4578,17.7931
3976,North Palm Beach,-80.057986,26.822535
3977,Hôtel Benoît de Sainte-Paulle,2.348821,48.872946
3978,Negotino,22.08917,41.48389
3979,Dania Beach,-80.142192,26.050077
3980,Groveton Heights,-77.09359,38.77039
3981,Piovene Rocchette,11.434082,45.758507
3982,Sauerlacher Post Hotel,11.654,47.9714
3983,Reginópolis,-49.224293,-21.889257
3984,Santa Cruz Xoxocotlán,-96.743015,17.020789
3985,IBB Hotel,27.487315,53.869139
3986,Donglizhuangcun,114.36288,36.32361
3987,Granite Shoals,-98.383369,30.585075
3988,Al ‘Amadīyah,36.72156,33.66861
3989,Macdonald Manchester Hotel,-2.22978,53.475386
3990,Quezon Premier Hotel,121.402662,13.928279
3991,Summit Hotel,125.007459,11.208831
3992,Krzeszowice,19.633891,50.137178
3993,Vientiane Hotel,102.604308,17.963887
3994,Manuel Doblado,-101.952056,20.728225
3995,Manvel,-95.358936,29.475227
3996,La Seyne-sur-Mer,5.870903,43.096816
3997,OASIS HORUS SALAMANCA Hotel,-5.64775,40.95106
3998,Najran,46.995706,18.835806
3999,Rockville Centre,-73.636596,40.663939
4000,Yingmen,107.325,29.0105
4001,Santana do Manhuaçu,-41.927619,-20.106032
4002,Rushville,-85.44636,39.60921
4003,Jendouba,8.78024,36.50114
4004,Buciumeni,26.302639,47.45982
4005,Hotel Vladimír,15.768194,50.631355
4006,Pietermaritzburg,30.404133,-29.625781
4007,Abaetetuba,-48.87587,-1.724881
4008,Hôtel de ville de Comines - Warneton,2.99931,50.768459
4009,Hotel Camargo,-3.899986,43.437985
4010,Texistepec,-94.813053,17.896548
4011,Coeur D'Alene,-116.784028,47.69867
4012,Tixtla,-99.403076,17.562555
4013,Trieste Hotel,12.58031,44.06823
4014,Shakhtërsk,38.51665,48.06252
4015,Hotel Posada del Puente Putina,-69.867612,-14.915733
4016,Lakeside Hotel,-2.9567,54.279214
4017,Yankton,-97.396169,42.887266
4018,Pochep,33.4464,52.9336
4019,Sablayan,121.03333,12.88333
4020,Hotel Real Zapotlanejo,-103.072879,20.621115
4021,Kédougou,-12.1743,12.5579
4022,Zyryanka,150.89429,65.73489
4023,Ravarino,11.096894,44.72305
4024,Alburquerque,123.96174,9.63225
4025,Moyeuvre-Grande,6.04861,49.252283
4026,Hotel Casilda,-61.16648,-33.047739
4027,Ambatondrazaka,48.41667,-17.83333
4028,Wombourne,-2.199373,52.525301
4029,Ait Athmane,-5.47609,30.65812
4030,Caulonia,16.411371,38.382432
4031,Saerbeck,7.632596,52.175419
4032,Neuhausen am Rheinfall,8.612612,47.682077
4033,Koani,39.28333,-6.13333
4034,Vladicin Han,22.06333,42.70778
4035,Llandudno Junction,-3.809041,53.284054
4036,Standish Township,-83.916652,43.957742
4037,Sangre Grande,-61.11667,10.58333
4038,Itaeté,-41.029345,-13.133411
4039,Rosemont Hotel,138.593853,-34.923125
4040,Areka,37.7,7.06667
4041,Schuyler Falls,-73.55791,44.62866
4042,Brejao,-36.529864,-9.027483
4043,Embassy Suites Murfreesboro - Hotel & Confer.,-86.44914,35.86306
4044,Lake Arbor,-76.82969,38.90789
4045,Yasnohirka,28.37531,50.36231
4046,Chalcis,23.59944,38.46361
4047,Florence Hotel,-2.662048,51.7532
4048,Palmeirina,-36.288239,-9.00118
4049,Edemissen,10.264248,52.386602
4050,Kimon Athens Hotel,23.730348,37.97457
4051,Subkhankulovo,53.81153,54.55741
4052,Dembidolo,34.8,8.53333
4053,Guarabira,-35.486461,-6.864187
4054,Karlovasi,26.70444,37.79028
4055,Alagoinhas Plaza Hotel,-38.41959,-12.136992
4056,The Williamsburg Hotel,-73.958729,40.721501
4057,Vadnais Heights,-93.075493,45.059703
4058,Joigny,3.391674,47.980532
4059,Detroit Hotel,-42.805542,-5.090332
4060,Hotel der Platengarten,10.57729,49.30186
4061,Narashino-shi,140.015474,35.673573
4062,Whitburn House Hotel,-2.708348,53.775238
4063,Besnate,8.766526,45.69948
4064,Santa Cruz Itundujia,-97.657702,16.874305
4065,Barrow upon Soar,-1.14601,52.75178
4066,Orimattila,25.731255,60.809118
4067,Huskvarna Hotel,14.270733,57.795152
4068,Hotel Las Iglesias,-90.73106,14.55539
4069,Adlington,-2.596346,53.617804
4070,Canet-en-Roussillon,3.030088,42.695857
4071,City of Elkhart,-85.96525,41.691
4072,Porecatu,-51.378418,-22.753259
4073,Middlesex County,-71.34876,42.495566
4074,La Jagua de Ibirico,-73.33405,9.56228
4075,Novi Sanzhary,34.31084,49.34395
4076,Omsukchanskiy,156.338249,63.057561
4077,Pariaman,100.138603,-0.618929
4078,"The Originals Access, Hôtel Figeac",2.042401,44.606983
4079,Hotel Hulingen,15.843065,57.488178
4080,Hôtel de ville de Dapaong,0.202945,10.864096
4081,Desselgem,3.35958,50.88611
4082,Millom,-3.272,54.21072
4083,Kirchzarten,7.95587,47.96654
4084,Surkhakhi,44.9022,43.181793
4085,Yamada,141.95,39.46667
4086,Concepción de Ataco,-89.84861,13.87028
4087,Sao Felipe,-39.09624,-12.86533
4088,San Antonio hotel,-77.278516,1.210747
4089,San Pedro Holiday Hotel,-87.962653,17.917963
4090,Hotel Durazno Inn,-107.915078,30.419091
4091,Pangkou,116.363,36.2104
4092,Ballygally Castle Hotel,-5.861686,54.899304
4093,Aschau im Chiemgau,12.318849,47.767813
4094,Sheldon Park Hotel,-6.344097,53.32947
4095,Snoqualmie,-121.859019,47.536446
4096,Gennep,5.974166,51.693686
4097,Yevlakh,47.15014,40.61832
4098,Aibonito,-66.264259,18.138351
4099,Tea Hotel Kericho,35.292216,-0.365691
4100,Hotel Rozaje,20.168275,42.843098
4101,Nishio,137.032471,34.876919
4102,Vestbygda,6.586801,58.100591
4103,Naşrābād,58.26613,35.25009
4104,Hotel Internazionale Luino,8.73758,45.997951
4105,Manapla,123.13333,10.91667
4106,Épône,1.817047,48.956209
4107,Serra Talhada,-38.28921,-7.987764
4108,Farnham Royal,-0.61584,51.54208
4109,Wallingford Center,-72.822296,41.44425
4110,Furth,12.837977,49.309904
4111,Hotel DeOro,-121.93508,50.693311
4112,Best Western Bonita Springs Hotel & Suites,-81.75405,26.33292
4113,Kohtla-Jarve,27.247722,59.398705
4114,Paraopeba,-44.402093,-19.281415
4115,East Rockaway,-73.665795,40.643655
4116,Potiskum,11.0694,11.7091
4117,Leinefelde,10.3262,51.38796
4118,Seevetal,10.030274,53.379089
4119,Taylorsville,-111.949328,40.651864
4120,Lengiri,17.83617,-3.28029
4121,Dingzhou Shi,114.99,38.51
4122,Glendale Hotel,-3.173756,51.436094
4123,El Dorado Hotel,-122.45889,38.293657
4124,Slawharad,31.0014,53.4429
4125,Quesnoy-sur-Deûle,2.999251,50.713057
4126,Loudéac,-2.752688,48.176105
4127,Tizoual,-7.82944,31.02095
4128,Pariquera-Açu,-47.88111,-24.715
4129,Garadoumé,5.8888,14.3679
4130,Englewood Cliffs,-73.94503,40.884444
4131,Radisson Hotel Whittier,-118.0374,33.9753
4132,West Earl Township,-76.176369,40.124505
4133,Sheraton Asuncion Hotel,-57.62876,-25.29875
4134,Taradell,2.285575,41.875818
4135,Keffi,7.87361,8.84861
4136,Plainview,-73.472622,40.781846
4137,Malchow,12.412679,53.471425
4138,Kiboga,31.73279,1.023445
4139,Tulbagh Hotel,19.139359,-33.284913
4140,Sankt Pölten Land,15.796477,48.171859
4141,Reyhanlı,36.56722,36.26917
4142,Sukhinichi,35.326978,54.124402
4143,The Village Hotel,-1.589478,53.834457
4144,Hotel Tripoli,7.57771,44.200049
4145,Sabbah,-7.03765,33.80156
4146,Renaissance Cincinnati Downtown Hotel,-84.511524,39.10038
4147,Hotel Wattenschipper,8.545356,53.761677
4148,Hotel Durango Inn,-103.597719,25.836285
4149,Retirolândia,-39.396771,-11.491912
4150,Billerica,-71.268269,42.559372
4151,Brockport,-77.940562,43.212808
4152,Hotel de Ville de Thurso,-75.243169,45.599538
4153,Cambados,-8.816347,42.515679
4154,Mörlenbach,8.73443,49.59807
4155,Tárnok,18.862881,47.362729
4156,Sudak,34.97471,44.84924
4157,Hotel Vratimov,18.30658,49.764678
4158,SATADOUGOU,-11.413817,12.612583
4159,Anantapur,77.597605,14.685001
4160,Hongzhai,103.56503,25.63435
4161,Suwa Lakeside Hotel,138.10462,36.04148
4162,Skidel',24.2478,53.5904
4163,Les Iles Hotel,-9.7674,31.5157
4164,Portlethen,-2.13066,57.05474
4165,Ardestan,52.3694,33.3761
4166,Altos del Rosario,-74.16583,8.79444
4167,Nawazi Watheer Hotel,39.81658,21.428761
4168,Missillac,-2.16853,47.483297
4169,Newcastle Hotel,138.01637,-33.18324
4170,Alstonville,153.442613,-28.838882
4171,Qovlar Demir Yol Stansiyasi,45.738397,40.948232
4172,Doutor Severiano,-38.377262,-6.095368
4173,Drawsko Pomorskie,15.810014,53.535382
4174,Kabale,29.98993,-1.24857
4175,Hotel Barcelos,-70.432867,9.372342
4176,Huaihua,109.95917,27.54944
4177,Teya,-89.0731,21.05071
4178,Banting,101.50199,2.805962
4179,Rhinelander,-89.400934,45.644155
4180,Hotel Asselt,6.026362,51.225509
4181,Cimitile,14.527899,40.939084
4182,Nova Olinda,-39.665373,-7.090698
4183,Untergriesbach,13.730954,48.505719
4184,Jeanerette,-91.67067,29.91472
4185,Greenfield Hotel,-0.202414,5.569032
4186,Thomaston,-84.327755,32.893455
4187,Hotel Piacenza,9.203683,45.448724
4188,Mombasa Hotel,39.225965,-6.822397
4189,Sümeg,17.28021,46.980669
4190,Porto da Folha,-37.27484,-9.919915
4191,Bamenda,10.15824,5.95266
4192,Bw Hotel Hamina,27.2362,60.5484
4193,New Albany,-85.82413,38.28562
4194,Lipetsk,39.270358,52.750076
4195,Höhenkirchen-Siegertsbrunn,11.715464,48.018055
4196,Lloydminster,-110.030985,53.278052
4197,St. James Hotel,-104.920608,36.504685
4198,Buckner,-85.43996,38.38368
4199,Cabestany,2.937781,42.682785
4200,Marriott Johnstown House Enfield Hotel,-6.8325,53.4183
4201,Herzogenbuchsee,7.705687,47.187923
4202,Yatou,122.43762,37.1566
4203,Ounagha,-9.62981,31.50436
4204,Qiaoyang Xiazhai,108.289,26.1676
4205,Monteforte,11.282121,45.418215
4206,Makar'yev,43.826509,57.880472
4207,Poti Hotel,-52.132548,-21.791213
4208,Burkhardtsdorf,12.919472,50.737157
4209,Omni San Francisco Hotel,-122.403039,37.793021
4210,Port Moody,-122.869363,49.288308
4211,Nereta,25.303586,56.204486
4212,Yerres,2.488831,48.711314
4213,Abasolo,-101.528846,20.451714
4214,Valmadrera,9.360121,45.84782
4215,Seffner,-82.272134,27.996694
4216,Blaichach,10.260103,47.541105
4217,Best Western Yucca Valley Hotel & Suites,-116.43089,34.1203
4218,Chota,-78.65,-6.55
4219,Waimea,-155.633087,20.014865
4220,Ostria Hotel Kalamata,22.12095,37.02498
4221,Mount Barker,138.867675,-35.069559
4222,Bolokhovo,37.838975,54.086807
4223,HOTEL GUAMARAL,-73.970657,5.802875
4224,Isehara,139.30778,35.39056
4225,Fallston,-76.41107,39.51455
4226,Landore Community,-3.94143,51.64396
4227,Echelon,-74.995294,39.847855
4228,Tokat Province,36.553364,40.327951
4229,San Vito dei Normanni,17.706936,40.656174
4230,Salto Hotel y Casino,-57.959675,-31.388208
4231,Cavaillon,5.044178,43.837018
4232,Nova Zagora,26.012657,42.492652
4233,Hemel Hempstead,-0.477557,51.751856
4234,Hotel Günzburg City,10.279793,48.457299
4235,Bernalda,16.690795,40.412238
4236,North Bend,-124.234608,43.408468
4237,The Halifax Hotel,-3.052222,53.814893
4238,Ivanteyevka,37.92083,55.97111
4239,West Haddonfield,-75.041117,39.90813
4240,São Cristóvão do Sul,-50.441697,-27.268392
4241,São Bernardo Hotel,-36.631292,-9.405114
4242,Catarman,124.63333,12.4
4243,Ağdərə,49.016589,40.692101
4244,Lingenfeld,8.346148,49.245307
4245,Davaci,48.897601,41.189146
4246,Pivdenne,36.080081,49.880266
4247,Shenjiabang,121.06884,30.65731
4248,Gulariyā,81.34532,28.2058
4249,Michalovce,21.900614,48.753325
4250,Bojacá,-74.34129,4.73176
4251,Dourges,2.982588,50.439645
4252,Banja Luka,17.18556,44.77583
4253,Belper,-1.477848,53.024069
4254,Moranbah,148.051951,-22.000963
4255,Edgewater Hotel,-89.38968,43.07916
4256,Ortigueira,-7.85,43.68333
4257,St. Cloud Hotel,-79.616215,40.986827
4258,Naiades Almyros River Hotel,25.7074,35.1745
4259,Latrobe Valley Hotel Morwell,146.397069,-38.236182
4260,Hotel de Byram,-80.145264,40.978238
4261,Woodridge Lakes,-111.800739,33.44058
4262,Lower Burrell,-79.710791,40.585351
4263,Paris Hotel,60.697555,55.765261
4264,Hermosa Hotel,-118.327515,33.344006
4265,Vittoriosa,14.51833,35.89222
4266,Crewkerne,-2.792903,50.883036
4267,Siqueira Campos,-49.830083,-23.686845
4268,Fife Hotel   Conference Ctr,-122.3531,47.243
4269,Pike Creek Valley,-75.701193,39.730352
4270,Handsworth Park,-1.925844,52.509519
4271,Villa Santo Agostinho Hotel,-46.52398,-22.9674
4272,Mojumba Hôtel,46.32033,-15.720498
4273,Hotel El Paraíso de Coroico,-67.727048,-16.19846
4274,Kauniainen,24.704693,60.214559
4275,Santa María Hotel,-91.153828,14.743388
4276,Bad Neuenahr-Ahrweiler,7.13358,50.542275
4277,Azaz,37.04628,36.58662
4278,Hohenlockstedt,9.619616,53.968308
4279,Kelenteng,102.087447,1.491008
4280,Mutuípe,-39.506701,-13.227021
4281,Itaituba,-55.992342,-4.254161
4282,Yaoquan,100.515,39.3129
4283,Fort Bliss,-106.420581,31.809433
4284,Oosterzele,3.79614,50.93774
4285,Afirme,-99.160006,19.49262
4286,LOS JANDALOS VISTAHERMOSA Hotel,-6.25333,36.60029
4287,La Garnache,-1.828344,46.893987
4288,Thouaré-sur-Loire,-1.443739,47.267864
4289,Schwandorf,12.104752,49.318502
4290,Hotel Montecristo,-3.420641,43.409184
4291,Presidente Figueiredo,-60.081493,-1.449501
4292,Szikszó,20.927761,48.197674
4293,Hapeville,-84.40899,33.660797
4294,Malaya Purga,53.00434,56.55666
4295,Cameron Park,-120.980438,38.658562
4296,Hotel Serra do Roncador,-52.15485,-14.074703
4297,Bruck an der Leitha,16.771563,48.026103
4298,Zaraysk,38.883628,54.755589
4299,Hillcrest Hotel,3.28972,6.55513
4300,Haparanda,24.134105,65.831752
4301,Highland Hotel,142.340303,43.366517
4302,General Carneiro,-51.31556,-26.4275
4303,Colombia Hotel,-72.204393,19.756319
4304,Apricena,15.443429,41.785308
4305,Hotel Gubeng,112.751024,-7.26648
4306,Beaudesert Hotel,152.995397,-27.987763
4307,Cohasset,-70.80365,42.24177
4308,Qadsayya,36.21563,33.54832
4309,Pedara,15.059394,37.635097
4310,Beauzelle,1.378058,43.665231
4311,Dielheim,8.733805,49.284277
4312,AC Hotel Gava Mar,2.0238,41.268
4313,Smederevska Palanka,20.959061,44.370321
4314,Zhongzai,105.65,26.68333
4315,Sir William's Hotel,121.03191,14.63562
4316,Madang,145.79656,-5.22465
4317,Parkville Hotel,144.957595,-37.795595
4318,Hotel St. Annen,9.963846,53.553968
4319,Balabanovo,36.673844,55.179847
4320,Laviana,-5.56408,43.245472
4321,The Victoria Hotel,-9.047986,53.27299
4322,Airport Hotel,7.499854,46.914079
4323,Miltenberg,9.250751,49.706089
4324,Tubaran,124.16667,7.71667
4325,Hotel Missões,-54.738776,-28.146184
4326,Itamogi,-47.046976,-21.079992
