,pageurl,name,hotel_id,area,city,address,lat,long,amenities,hotel_star_rating,hotel_type,review_count,average_rating,photo_count,cleanliness,facilities,location,comfort
301,https://www.booking.com/hotel/in/daspalla-executive-court.en-gb.html,Daspalla Executive Court,1002091,"Near Raghavendra Swamy Temple, Waltair Main Road",Visakhapatnam,"Near Raghavendra Swamy Temple, Waltair Main Road, 530002 Visakhapatnam, India",17.71448492,83.30550402,Free WiFi|Free parking|Fitness centre|Restaurant|Room service|Non-smoking rooms|Bar|Outdoors|Terrace|Pets|Pets are not allowed.|Food &amp; Drink|Breakfast in the room|Bar|Restaurant|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Wellness facilities|Fitness centre|Reception services|Lockers|Luggage storage|Ticket service|Tour desk|Currency exchange|24-hour front desk|Cleaning services|Shoeshine|Ironing service|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Business centre|Additional charge|Meeting/banquet facilities|Additional charge|Safety &amp; security|Safety deposit box|General|Air conditioning|Car hire|Packed lunches|Lift|Non-smoking rooms|Newspapers|Room service, 3-star hotel ,Hotels,15.0,7.7,35.0,8.0,7.9,7.9,7.7
302,https://www.booking.com/hotel/in/the-royal-39-s.en-gb.html,Hotel the Royal's,5397752,"Near Suyog Nisarg Society Wagholi Road Pune International Airport Area, Lohegaon",Pune,"Near Suyog Nisarg Society Wagholi Road Pune International Airport Area, Lohegaon, 411047 Pune, India",18.594109,73.938356,Free parking|Pets allowed|Restaurant|Room service|Non-smoking rooms|Outdoors|Terrace|Pets|Free!|Pets are allowed on request. No extra charges.|Food &amp; Drink|Kid meals|Additional charge|Breakfast in the room|Restaurant|Internet|No internet access available.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Parking garage|Street parking|Secured parking|Services|Private check-in/check-out|Concierge service|Luggage storage|Car hire|Gift shop|Express check-in/check-out|Barber/beauty shop|Room service|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|General|Adult only|Mini-market on site|Designated smoking area|Air conditioning|Additional charge|Non-smoking throughout|Shops (on site)|Non-smoking rooms|Languages spoken|English|Hindi|Marathi,,Hotels,7.0,7.8,29.0,8.6,7.5,0.0,8.2
303,https://www.booking.com/hotel/in/rigwa-international.en-gb.html,Hotel Rigwa International,4867732,"Opposite Gangtok Groove,M.G Marg Above Star Cinema Hall,Gangtok,East Sikkim",Gangtok,"Opposite Gangtok Groove,M.G Marg Above Star Cinema Hall,Gangtok,East Sikkim, 737101 Gangtok, India",27.326107,88.611954,Room service|Parking|No parking available.|Internet|No internet access available.|Kitchen|Electric kettle|Bedroom|Wardrobe or closet|Bathroom|Towels|Slippers|Free toiletries|Shower|Toilet paper|Linen|Private bathroom|Toilet|Media &amp; Technology|Cable Channels|TV|Room Amenities|Clothes rack|Pets|Pets are not allowed.|Accessibility|Upper floors accessible by stairs only|General|Non-smoking throughout|Carpeted|Non-smoking rooms|Food &amp; Drink|Breakfast in the room|Services|Room service|View|Garden view|View,,Homestays,1.0,,8.0,,,,
304,https://www.booking.com/hotel/in/luck.en-gb.html,OYO 7578 Hotel Luck Residency,1299748,"Plot No. A 392-1,Road No 1",Delhi,"Plot No. A 392-1,Road No 1, Mahipalpur, 110037 New Delhi, India",28.546711,77.126949,Free WiFi|Airport shuttle|Family rooms|Non-smoking rooms|Room service|24-hour front desk|Pets|Pets are not allowed.|Food &amp; Drink|Chocolate or cookies|Bottle of water|Additional charge|Kid meals|Additional charge|Breakfast in the room|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|No parking available.|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Reception services|Luggage storage|Tour desk|Currency exchange|24-hour front desk|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Business facilities|Fax/photocopying|Additional charge|General|Shuttle service|Airport shuttle (additional charge)|Shuttle service (additional charge)|Air conditioning|Car hire|Lift|Family rooms|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi,3-star hotel,Hotels,425.0,6.8,45.0,6.4,,7.2,6.7
305,https://www.booking.com/hotel/in/the-leaf.en-gb.html,Hotel The Leaf,1668922,"G-38, MGM Road, Beside HPCL Office",Aurangabad,"G-38, MGM Road, Beside HPCL Office, 431001 Aurangabad, India",19.87817207,75.36025643,Free WiFi|Free parking|Family rooms|Services &amp; Extras|Tickets to attractions or shows|Additional charge|Pets|Pets are not allowed.|Food &amp; Drink|Bottle of water|Additional charge|Breakfast in the room|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is needed).|Secured parking|Transport|Public transport tickets|Additional charge|Reception services|Private check-in/check-out|Ticket service|Tour desk|Express check-in/check-out|24-hour front desk|Cleaning services|Daily housekeeping|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Safety &amp; security|CCTV outside property|CCTV in common areas|24-hour security|General|Air conditioning|Car hire|Lift|Family rooms|Newspapers|Room service|Languages spoken|English|Hindi, 3-star hotel ,Hotels,4.0,,22.0,,,,
306,https://www.booking.com/hotel/in/spot-on-67776-krishna.en-gb.html,SPOT ON 67776 Hotel Krishna,6043683,"Care of Hotel Krishna, near jain mandir, Ahirpura, Mangalwara",Bhopal,"Care of Hotel Krishna, near jain mandir, Ahirpura, Mangalwara, 462001 Bhopal, India",23.259896,77.405584,Pets|Pets are not allowed.|Internet|No internet access available.|Parking|Parking options available|Accessible parking|Services|Daily housekeeping|24-hour front desk,3-star hotel,Hotels,,,24.0,,,,
307,https://www.booking.com/hotel/in/oyo-64671-royal-aqua.en-gb.html,OYO 64671 Royal Aqua,5864039,"Next to yamaha showroom, Opp nityan Hotel, Andheri ghatkopar link road , Andheri East, Mumbai",Mumbai,"Next to yamaha showroom, Opp nityan Hotel, Andheri ghatkopar link road , Andheri East, Mumbai, 400072 Mumbai, India",19.097622,72.89357,Free WiFi|Family rooms|Room service|24-hour front desk|Air conditioning|Daily housekeeping|Pets|Pets are not allowed.|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|No parking available.|Services|Daily housekeeping|24-hour front desk|Room service|General|Air conditioning|Family rooms, 3-star hotel ,Hotels,,,27.0,,,,
308,https://www.booking.com/hotel/in/sunstar-heritage.en-gb.html,Hotel Sunstar Heritage,329560,"8A/43, W.E.A. Channa Market, Karol Bagh, New Delhi",Delhi,"8A/43, W.E.A. Channa Market, Karol Bagh, New Delhi , Karol bagh, 110005 New Delhi, India",28.64523273,77.18305752,Free WiFi|Airport shuttle|Family rooms|Free parking|Restaurant|Non-smoking rooms|Outdoors|Outdoor furniture|Terrace|Services &amp; Extras|Tickets to attractions or shows|Additional charge|Pets|Pets are not allowed.|Food &amp; Drink|On-site coffee house|Chocolate or cookies|Additional charge|Fruits|Bottle of water|Kid-friendly buffet|Kid meals|Additional charge|Restaurant|Good|coffee!|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible at a location nearby (reservation is not needed).|Street parking|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Public transport tickets|Additional charge|Reception services|Lockers|Concierge service|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk|Entertainment and family services|Children television networks|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Shoeshine|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Meeting/banquet facilities|Additional charge|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|Smoke alarms|Security alarm|24-hour security|General|Shuttle service|Shuttle service (additional charge)|Designated smoking area|Air conditioning|Non-smoking throughout|Heating|Car hire|Lift|Family rooms|Airport shuttle|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi,3-star hotel,Hotels,636.0,8.2,34.0,8.4,,7.9,8.2
309,https://www.booking.com/hotel/in/maharana-inn.en-gb.html,Hotel Maharana Inn Chembur,1592672,"Hotel Maharana Inn, V.N.Purav Marg Chembur Naka Mumbai",Mumbai,"Hotel Maharana Inn, V.N.Purav Marg Chembur Naka Mumbai, 400071 Mumbai, India",19.05377773,72.89523393,Free WiFi|Family rooms|Free parking|Restaurant|Non-smoking rooms|Room service|Outdoors|Sun terrace|Terrace|Pets|Pets are not allowed.|Food &amp; Drink|Fruits|Additional charge|Bottle of water|Kid-friendly buffet|Kid meals|Additional charge|Restaurant|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Parking garage|Secured parking|Reception services|Concierge service|Luggage storage|Tour desk|24-hour front desk|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Shoeshine|Additional charge|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Business centre|Additional charge|Meeting/banquet facilities|Additional charge|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|Smoke alarms|24-hour security|General|Mini-market on site|Shared lounge/TV area|Designated smoking area|Air conditioning|Non-smoking throughout|Shops (on site)|Heating|Car hire|Packed lunches|Soundproof rooms|Lift|Bridal suite|Family rooms|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi,,Hotels,49.0,7.0,29.0,7.1,6.8,7.3,7.2
310,https://www.booking.com/hotel/in/hotel-the-space.en-gb.html,Hotel The Space,721806,"24, City Station Road, Surajpole",Udaipur,"24, City Station Road, Surajpole, 313001 Udaipur, India",24.57814626,73.69684673,"Free WiFi|Free parking|Room service|Fitness centre|Outdoors|Terrace|Pets|Pets are not allowed.|Activities|Bike tours|Additional charge|Kids' club|Hiking|Additional charge|Library|Bicycle rental (additional charge)|Games room|Food &amp; Drink|Bottle of water|Additional charge|Kid meals|Additional charge|Breakfast in the room|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free public parking is possible on site (reservation is needed).|Street parking|Secured parking|Wellness facilities|Fitness|Fitness centre|Reception services|Concierge service|ATM/cash machine on site|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk|Entertainment and family services|Indoor play area|Books, DVDs, music for children|Board games/puzzles|Babysitting/child services|Additional charge|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Business centre|Additional charge|Safety &amp; security|Fire extinguishers|CCTV in common areas|24-hour security|General|Shared lounge/TV area|Designated smoking area|Air conditioning|Heating|Car hire|Newspapers|Room service|Languages spoken|English|Hindi", 3-star hotel ,Hotels,,,45.0,,,,
311,https://www.booking.com/hotel/in/oyo-30193-shourya-residency.en-gb.html,OYO 30193 Shourya Residency,5323096,"Swami Vivekanand square, Sabji Mandi, Ashoka Garden,Near M.P. Nagar, Bhopal",Bhopal,"Swami Vivekanand square, Sabji Mandi, Ashoka Garden,Near M.P. Nagar, Bhopal, 462023 Bhopal, India",23.256992,77.430214,Family rooms|Room service|Pets|Pets are not allowed.|Internet|No internet access available.|Parking|No parking available.|Services|24-hour front desk|Room service|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|24-hour security|General|Air conditioning|Family rooms|Languages spoken|English|Hindi, 3-star hotel ,Hotels,,,28.0,,,,
312,https://www.booking.com/hotel/in/capital-o-67699-prem-ratna.en-gb.html,Capital O 67699 Hotel Prem Ratna,5962296,"Kawali Road, Near Railway Station",Dehradun,"Kawali Road, Near Railway Station, 248001 Dehradun, India",30.32096114,78.02358303,Pets|Pets are not allowed.|Food &amp; Drink|Restaurant|Internet|No internet access available.|Parking|Parking options available|Accessible parking|Services|Daily housekeeping|Trouser press|24-hour front desk,3-star hotel,Hotels,,,41.0,,,,
313,https://www.booking.com/hotel/in/spring-field-billets.en-gb.html,Spring Field Billets,2588080,"67/596-A, Near North Railway Station St.Benedict Road, Ernakulam North",Kochi,"67/596-A, Near North Railway Station St.Benedict Road, Ernakulam North, Ernakulam, 682018 Cochin, India",9.99165811,76.28511676,Free WiFi|Airport shuttle|Family rooms|Free parking|Non-smoking rooms|Room service|Pets|Pets are not allowed.|Food &amp; Drink|Bottle of water|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Parking garage|Secured parking|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Reception services|Luggage storage|Tour desk|Express check-in/check-out|24-hour front desk|Cleaning services|Daily housekeeping|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Business centre|Additional charge|Safety &amp; security|Fire extinguishers|CCTV in common areas|Smoke alarms|General|Shared lounge/TV area|Airport shuttle (additional charge)|Lift|Family rooms|Non-smoking rooms|Room service|Languages spoken|English|Hindi,,Hotels,125.0,8.1,29.0,8.1,7.6,8.6,8.0
314,https://www.booking.com/hotel/in/devasthali-the-valley-of-gods.en-gb.html,Devasthali - The Valley of Gods,271832,"Village Issorcim, Hollant Beach",Goa,"Village Issorcim, Hollant Beach, 403712 Bogmalo, India",15.37281378,73.85391712,1 swimming pool|Free WiFi|Airport shuttle|Bar|Outdoors|Picnic area|Outdoor furniture|Terrace|Garden|Pets|Pets are not allowed.|Activities|Beach|Entertainment staff|Billiards|Food &amp; Drink|Special diet menus (on request)|Breakfast in the room|Bar|Restaurant|Internet|Free!|WiFi is available in all areas and is free of charge.|Accessibility|Toilet with grab rails|Wheelchair accessible|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Secured parking|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Pool and wellness|Swimming pool|Massage chair|Spa/wellness packages|Foot bath|Spa Facilities|Sun umbrellas|Sun loungers or beach chairs|Shallow end|Pool bar|Pool/beach towels|Swimming pool toys|Outdoor pool (all year)|Outdoor pool|Massage|Additional charge|Spa and wellness centre|Additional charge|Reception services|Luggage storage|Express check-in/check-out|24-hour front desk|Cleaning services|Trouser press|Additional charge|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Safety &amp; security|Safety deposit box|General|Airport shuttle (additional charge)|Air conditioning|Packed lunches|Family rooms|Facilities for disabled guests|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi,4 stars,Resorts,82.0,6.5,23.0,6.6,,0.0,6.8
315,https://www.booking.com/hotel/in/oyo-15148-sky-pix-chennai.en-gb.html,OYO 15148 Sky Pix,4086870,"3, sky pix, Mancholai 3rd St, Defence Colony",Chennai,"3, sky pix, Mancholai 3rd St, Defence Colony, 600032 Chennai, India",13.02750215,80.20267066,Free WiFi|Family rooms|Free parking|Non-smoking rooms|Room service|24-hour front desk|Pets|Pets are not allowed.|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Services|Daily housekeeping|24-hour front desk|Room service|Safety &amp; security|CCTV in common areas|General|Family rooms|Non-smoking rooms|Languages spoken|English|Hindi,3-star hotel,Hotels,12.0,6.6,30.0,6.1,6.8,0.0,0.0
316,https://www.booking.com/hotel/in/kv-residency-coimbatore.en-gb.html,KV Residency,1033280,"270/271, 3rd Street, Gandhipuram",Coimbatore,"270/271, 3rd Street, Gandhipuram, 641012 Coimbatore, India",11.019693,76.96804494,Free WiFi|Free parking|Family rooms|24-hour front desk|Non-smoking rooms|Room service|Pets|Pets are not allowed.|Food &amp; Drink|Bottle of water|Additional charge|Breakfast in the room|Internet|Free!|WiFi is available in the hotel rooms and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Accessible parking|Secured parking|Reception services|Private check-in/check-out|Luggage storage|Express check-in/check-out|24-hour front desk|Cleaning services|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Meeting/banquet facilities|Additional charge|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|General|Shared lounge/TV area|Air conditioning|Lift|Family rooms|Non-smoking rooms|Newspapers|Room service|Languages spoken|Arabic|English|Hindi, 2-star hotel ,Hotels,11.0,6.8,35.0,7.7,6.6,7.0,7.3
317,https://www.booking.com/hotel/in/oyo-805-near-panaji-market-goa.en-gb.html,OYO 805 near Panaji Market,3679340,"Municipal Gardens (East), Church Square, Panjim",Goa,"Municipal Gardens (East), Church Square, Panjim, 403001 Old Goa, India",15.499344,73.8287396,Free WiFi|Swimming pool|Free parking|Family rooms|Indoor pool|Restaurant|Bar|Pets|Pets are not allowed.|Food &amp; Drink|Bottle of water|Additional charge|Bar|Restaurant|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Wellness facilities|Swimming Pool|Swimming pool|Indoor pool|Services|Daily housekeeping|Trouser press|Additional charge|Dry cleaning|Additional charge|24-hour front desk|Meeting/banquet facilities|Additional charge|Room service|Safety &amp; security|Fire extinguishers|CCTV in common areas|General|Air conditioning|Non-smoking throughout|Lift|Family rooms|Non-smoking rooms|Languages spoken|English|Hindi, 3-star hotel ,Hotels,8.0,5.0,37.0,0.0,0.0,0.0,0.0
318,https://www.booking.com/hotel/in/season-4-jaipur.en-gb.html,OYO 14926 AK residency,1791239,"A-60, Amanishah Road, Opp. Bank of Baroda, Shastri Nagar, Jaipur",Jaipur,"A-60, Amanishah Road, Opp. Bank of Baroda, Shastri Nagar, Jaipur, 302017 Jaipur, India",26.94823758,75.79666475,24-hour front desk|Kitchen|Shared kitchen|Pets|Pets are not allowed.|Internet|No internet access available.|Parking|Parking options available|Accessible parking|Services|Daily housekeeping|Shared lounge/TV area|24-hour front desk|General|Air conditioning|Lift|Languages spoken|English|Hindi,3-star hotel,Hotels,1.0,,45.0,,,,
319,https://www.booking.com/hotel/in/oyo-70019-bhartia-guest-house.en-gb.html,OYO 70019 Hotel Bhartia Guest House,6182687,"3439,, Desh Bandhu Gupta Rd, dariba pan, Paharganj, Delhi",Delhi,"3439,, Desh Bandhu Gupta Rd, dariba pan, Paharganj, Delhi, Paharganj, 110055 New Delhi, India",28.643967,77.216194,Family rooms|Non-smoking rooms|Room service|24-hour front desk|Air conditioning|Pets|Pets are not allowed.|Internet|No internet access available.|Parking|No parking available.|Services|24-hour front desk|Room service|General|Air conditioning|Family rooms|Non-smoking rooms,3-star hotel,Hotels,,,24.0,,,,
320,https://www.booking.com/hotel/in/the-promenade.en-gb.html,The Promenade,366656,"23, Goubert Avenue",Pondicherry,"23, Goubert Avenue, White Town, 605001 Pondicherry, India",11.9331697,79.83576179,Swimming pool|Beachfront|Outdoor pool|Free WiFi|Restaurant|Spa and wellness centre|Bar|Outdoors|Picnic area|Outdoor furniture|Beachfront|BBQ facilities|Additional charge|Terrace|Garden|Pets|Pets are not allowed.|Activities|Live music/performance|Off-site|Additional charge|Happy hour|Additional charge|Beach|Nightclub/DJ|Additional charge|Karaoke|Additional charge|Food &amp; Drink|On-site coffee house|Chocolate or cookies|Additional charge|Fruits|Additional charge|Bottle of water|Wine/champagne|Additional charge|Kid meals|Additional charge|Special diet menus (on request)|Snack bar|Bar|Restaurant|Good|coffee!|Accessibility|Higher level toilet|Toilet with grab rails|Wheelchair accessible|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Parking options available|Street parking|Pool and wellness|Swimming pool|Kids' pool|Fitness|Full body massage|Hand massage|Head massage|Foot massage|Neck massage|Back massage|Spa/wellness packages|Spa lounge/relaxation area|Steam room|Sun loungers or beach chairs|Pool/beach towels|Outdoor pool (all year)|Outdoor pool|Massage|Additional charge|Spa and wellness centre|Additional charge|Fitness centre|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Reception services|Private check-in/check-out|Concierge service|Luggage storage|Ticket service|Tour desk|Currency exchange|Express check-in/check-out|24-hour front desk|Entertainment and family services|Babysitting/child services|Additional charge|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Shoeshine|Ironing service|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Additional charge|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|Smoke alarms|Security alarm|24-hour security|Safety deposit box|General|Shuttle service|Adult only|Shared lounge/TV area|Airport shuttle (additional charge)|Shuttle service (additional charge)|Designated smoking area|Air conditioning|Non-smoking throughout|Shops (on site)|Car hire|Packed lunches|Gift shop|Lift|VIP room facilities|Facilities for disabled guests|Non-smoking rooms|Newspapers|Room service|Languages spoken|Arabic|Bengali|English|French|Hindi|Malayalam|Tamil, 5-star hotel ,Hotels,406.0,7.7,44.0,7.4,7.1,0.0,7.4
321,https://www.booking.com/hotel/in/treebo-aditya-harsha.en-gb.html,Treebo Trip Aditya Harsha,4168731,"Plot No. 4, Sri Harsha Buildings, Vinayakanagar, Gachibowli",Hyderabad,"Plot No. 4, Sri Harsha Buildings, Vinayakanagar, Gachibowli, 500032 Hyderabad, India",17.443093,78.354588,Free WiFi|Family rooms|Fitness centre|Non-smoking rooms|24-hour front desk|Pets|Pets are not allowed.|Food &amp; Drink|Bottle of water|Breakfast in the room|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|No parking available.|Wellness facilities|Fitness centre|Services|Daily housekeeping|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|24-hour front desk|Safety &amp; security|Fire extinguishers|CCTV outside property|CCTV in common areas|24-hour security|General|Air conditioning|Non-smoking throughout|Lift|Family rooms|Non-smoking rooms|Newspapers|Languages spoken|English|Hindi,3-star hotel,Hotels,87.0,6.8,24.0,6.6,6.1,8.1,6.8
322,https://www.booking.com/hotel/in/urbun-fiesta-the-club.en-gb.html,URBUN FIESTA THE CLUB,6265269,"Jagatipota, Kolkata, West Bengal 700099 76A ,URBUN SABUJAYAN",Kolkata,"Jagatipota, Kolkata, West Bengal 700099 76A ,URBUN SABUJAYAN, 700099 Kolkata, India",22.499394,88.413518,Family rooms|Free parking|24-hour front desk|Room service|Restaurant|Pets|Pets are not allowed.|Food &amp; Drink|Restaurant|Internet|No internet access available.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Services|24-hour front desk|Room service|General|Family rooms,3-star hotel,Hotels,,,2.0,,,,
323,https://www.booking.com/hotel/in/alsisar-haveli.en-gb.html,Alsisar Haveli - Heritage Hotel,333527,"Alsisar Haveli, Sansar Chandra Road",Jaipur,"Alsisar Haveli, Sansar Chandra Road, 302001 Jaipur, India",26.92278737,75.80474138,Free WiFi|Swimming pool|Free parking|Airport shuttle|Outdoor pool|Restaurant|Bar|Outdoors|Outdoor furniture|Sun terrace|Terrace|Garden|Pets|Pets are not allowed.|Activities|Evening entertainment|Food &amp; Drink|On-site coffee house|Chocolate or cookies|Additional charge|Fruits|Additional charge|Bottle of water|Additional charge|Wine/champagne|Additional charge|Snack bar|Bar|Restaurant|Good|coffee!|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free public parking is possible on site (reservation is not needed).|Accessible parking|Secured parking|Pool and wellness|Swimming pool|Spa/wellness packages|Steam room|Spa Facilities|Pool/beach towels|Outdoor pool (all year)|Outdoor pool|Massage|Additional charge|Spa and wellness centre|Additional charge|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Reception services|Lockers|Private check-in/check-out|Luggage storage|Ticket service|Tour desk|Currency exchange|24-hour front desk|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Shoeshine|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Business centre|Safety &amp; security|Fire extinguishers|CCTV in common areas|Smoke alarms|Security alarm|24-hour security|Safety deposit box|General|Shuttle service|Shared lounge/TV area|Airport shuttle (additional charge)|Shuttle service (additional charge)|Air conditioning|Shops (on site)|Heating|Car hire|Chapel/shrine|Gift shop|VIP room facilities|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|French|Hindi, 4-star hotel ,Hotels,762.0,8.7,46.0,9.0,8.8,8.3,8.9
324,https://www.booking.com/hotel/in/casa-fortuna.en-gb.html,Hotel Casa Fortuna,375765,"234/1, A. J. C. Bose Road",Kolkata,"234/1, A. J. C. Bose Road, 700020 Kolkata, India",22.5412037,88.35247993,Free WiFi|Airport shuttle|Free parking|24-hour front desk|Room service|Restaurant|Bar|Pets|Pets are not allowed.|Food &amp; Drink|Chocolate or cookies|Fruits|Additional charge|Bottle of water|Additional charge|Wine/champagne|Additional charge|Bar|Restaurant|Good|coffee!|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is needed).|Street parking|Secured parking|Transport|Airport drop off|Additional charge|Airport pick up|Additional charge|Reception services|Luggage storage|Tour desk|Express check-in/check-out|24-hour front desk|Cleaning services|Daily housekeeping|Trouser press|Additional charge|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Fax/photocopying|Safety &amp; security|Safety deposit box|General|Air conditioning|Non-smoking throughout|Car hire|Packed lunches|Soundproof rooms|Lift|Airport shuttle|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi,3-star hotel,Hotels,121.0,7.4,24.0,7.7,,8.1,7.2
325,https://www.booking.com/hotel/in/oyo-home-27944-elegant-3bhk-serenity-beach-chennai1.en-gb.html,"Elegant 3BHK Stay, Serenity Beach, Auroville",4726730,"1, Harith Apartment, Old Madras Street, Kottakuppam",Pondicherry,"1, Harith Apartment, Old Madras Street, Kottakuppam, 605104 Pondicherry, India",11.970352,79.840544,Parking|Parking options available|Accessible parking|Internet|No internet access available.|Kitchen|Shared kitchen|Electric kettle|Refrigerator|Bedroom|Wardrobe or closet|Bathroom|Free toiletries|Bath or Shower|Private bathroom|Toilet|Living Area|Dining area|Media &amp; Technology|Cable Channels|TV|Pets|Pets are not allowed.|General|Fan|Trash cans|Air conditioning|Services|Shared lounge/TV area|Languages spoken|English|Hindi,3 stars,Guest houses,,,28.0,,,,
326,https://www.booking.com/hotel/in/royale-lalit-jaipur.en-gb.html,Royale Lalit Hotel Jaipur,1639732,"101, Rathore Nagar, Queens Road, Amrapali Marg, Vaishali Nagar",Jaipur,"101, Rathore Nagar, Queens Road, Amrapali Marg, Vaishali Nagar, , 302021 Jaipur, India",26.91133896,75.7520923,Free WiFi|Free parking|Airport shuttle|Restaurant|Room service|Non-smoking rooms|Outdoors|Terrace|Pets|Pets are not allowed.|Food &amp; Drink|Restaurant|Internet|Free!|WiFi is available in all areas and is free of charge.|Parking|Free!|Free private parking is possible on site (reservation is not needed).|Reception services|Private check-in/check-out|Concierge service|Luggage storage|Express check-in/check-out|24-hour front desk|Cleaning services|Trouser press|Additional charge|Shoeshine|Ironing service|Additional charge|Dry cleaning|Additional charge|Laundry|Additional charge|Business facilities|Meeting/banquet facilities|Additional charge|Safety &amp; security|Safety deposit box|General|Airport shuttle (additional charge)|Designated smoking area|Air conditioning|Non-smoking throughout|Car hire|Soundproof rooms|Lift|Facilities for disabled guests|Non-smoking rooms|Newspapers|Room service|Languages spoken|English|Hindi,3-star hotel,Hotels,14.0,7.4,28.0,7.5,6.8,8.4,7.0
